country,year,gdpPercap,lifeExp,code,log_gdppc
Venezuela,1880,1140,32.3,ve,2.45484486000851
Argentina,1881,3050,32.9,ar,2.8822398480188234
Bolivia,1881,1530,33.4,bo,2.5826314394896364
Brazil,1881,1470,32.1,br,2.5652573434202135
Chile,1881,2660,32.1,cl,2.8228216453031045
Colombia,1881,1130,32.3,co,2.4510184521554574
Costa Rica,1881,1540,30.3,cr,2.5854607295085006
Cuba,1881,2210,38,cu,2.742332282357148
Dominican Republic,1881,931,30.3,do,2.36688968965338
Ecuador,1881,783,33.2,ec,2.291701770729981
El Salvador,1881,1630,28.8,sv,2.6101276130759956
Guatemala,1881,1410,25.7,gt,2.5471591213274176
Honduras,1881,1470,34.2,hn,2.5652573434202135
Mexico,1881,1550,26.9,mx,2.588271706842329
Nicaragua,1881,1870,25.6,ni,2.6697816152085365
Panama,1881,1690,33,pa,2.625826713285711
Paraguay,1881,1800,35.7,py,2.6532125137753435
Peru,1881,1420,35.3,pe,2.550228353055094
Spain,1881,2560,29.5,es,2.806179973983887
Uruguay,1881,5050,32.9,uy,3.101231386790699
Venezuela,1881,1170,32.3,ve,2.466125870418199
Argentina,1882,3750,32.8,ar,2.9719712763997563
Bolivia,1882,1540,33.4,bo,2.5854607295085006
Brazil,1882,1500,32.1,br,2.574031267727719
Chile,1882,2840,32.1,cl,2.8512583487190755
Colombia,1882,1130,32.3,co,2.4510184521554574
Costa Rica,1882,1550,30.3,cr,2.588271706842329
Cuba,1882,2240,39.1,cu,2.7481880270062002
Dominican Republic,1882,936,30.3,do,2.369215857410143
Ecuador,1882,788,33.3,ec,2.294466226161593
El Salvador,1882,1640,28.8,sv,2.6127838567197355
Guatemala,1882,1420,25.7,gt,2.550228353055094
Honduras,1882,1490,34.3,hn,2.5711262770843115
Mexico,1882,1580,26.9,mx,2.59659709562646
Nicaragua,1882,1890,25.7,ni,2.674401812845282
Panama,1882,1710,33.1,pa,2.6309361190641916
Paraguay,1882,1820,35.8,py,2.6580113966571126
Peru,1882,1420,35.2,pe,2.550228353055094
Spain,1882,2580,29.5,es,2.8095597146352675
Uruguay,1882,5440,32.9,uy,3.1335389083702174
Venezuela,1882,1210,32.3,ve,2.4807253789884878
Argentina,1883,4080,32.7,ar,3.0086001717619175
Bolivia,1883,1550,33.4,bo,2.588271706842329
Brazil,1883,1460,32.2,br,2.5622928644564746
Chile,1883,2810,32.1,cl,2.8466463285771173
Colombia,1883,1140,32.4,co,2.45484486000851
Costa Rica,1883,1570,30.3,cr,2.5938396610812715
Cuba,1883,2260,40.1,cu,2.7520484478194387
Dominican Republic,1883,941,30.3,do,2.3715296320992945
Ecuador,1883,793,33.3,ec,2.2972131959896416
El Salvador,1883,1660,28.9,sv,2.6180480967120925
Guatemala,1883,1440,25.7,gt,2.5563025007672873
Honduras,1883,1510,34.3,hn,2.576916955965207
Mexico,1883,1610,26.9,mx,2.6047658847038875
Nicaragua,1883,1910,25.7,ni,2.678973375919765
Panama,1883,1730,33.1,pa,2.635986111800833
Paraguay,1883,1840,35.8,py,2.662757831681574
Peru,1883,1420,35.2,pe,2.550228353055094
Spain,1883,2620,29.7,es,2.816241299991783
Uruguay,1883,6270,32.9,uy,3.195207549502754
Venezuela,1883,1240,32.3,ve,2.4913616938342726
Argentina,1884,4250,32.6,ar,3.026328938722349
Bolivia,1884,1570,33.5,bo,2.5938396610812715
Brazil,1884,1560,32.2,br,2.591064607026499
Chile,1884,2800,32.1,cl,2.845098040014257
Colombia,1884,1140,32.4,co,2.45484486000851
Costa Rica,1884,1590,30.4,cr,2.5993371329924893
Cuba,1884,2290,41.2,cu,2.7577754910119254
Dominican Republic,1884,946,30.4,do,2.3738311450738303
Ecuador,1884,799,33.3,ec,2.300486787986029
El Salvador,1884,1670,28.9,sv,2.620656479819621
Guatemala,1884,1450,25.7,gt,2.5593080109070123
Honduras,1884,1530,34.3,hn,2.5826314394896364
Mexico,1884,1650,26.9,mx,2.6154239528859438
Nicaragua,1884,1930,25.7,ni,2.6834973176798114
Panama,1884,1750,33.1,pa,2.640978057358332
Paraguay,1884,1870,35.8,py,2.6697816152085365
Peru,1884,1430,35.1,pe,2.5532760461370994
Spain,1884,2620,30,es,2.816241299991783
Uruguay,1884,6080,32.9,uy,3.1818435879447726
Venezuela,1884,1270,32.3,ve,2.5017437296279943
Argentina,1885,4850,32.5,ar,3.0836817472743014
Bolivia,1885,1580,33.5,bo,2.59659709562646
Brazil,1885,1450,32.2,br,2.5593080109070123
Chile,1885,2680,32.1,cl,2.8260748027008264
Colombia,1885,1140,32.4,co,2.45484486000851
Costa Rica,1885,1610,30.4,cr,2.6047658847038875
Cuba,1885,2320,41.7,cu,2.7634279935629373
Dominican Republic,1885,952,30.4,do,2.376576957056512
Ecuador,1885,804,33.4,ec,2.303196057420489
El Salvador,1885,1690,28.9,sv,2.625826713285711
Guatemala,1885,1460,25.7,gt,2.5622928644564746
Honduras,1885,1550,34.4,hn,2.588271706842329
Mexico,1885,1680,26.9,mx,2.6232492903979003
Nicaragua,1885,1950,25.7,ni,2.687974620034556
Panama,1885,1770,33.1,pa,2.6459132750338443
Paraguay,1885,1890,35.8,py,2.674401812845282
Peru,1885,1430,35.1,pe,2.5532760461370994
Spain,1885,2530,30.3,es,2.8010605298478555
Uruguay,1885,6720,32.9,uy,3.225309281725863
Venezuela,1885,1350,32.3,ve,2.5282737771670436
Argentina,1886,4720,32.8,ar,3.0718820073061255
Bolivia,1886,1600,33.5,bo,2.6020599913279625
Brazil,1886,1500,32.2,br,2.574031267727719
Chile,1886,2750,32.1,cl,2.8372727025023003
Colombia,1886,1140,32.4,co,2.45484486000851
Costa Rica,1886,1630,30.4,cr,2.6101276130759956
Cuba,1886,2340,42.3,cu,2.7671558660821804
Dominican Republic,1886,957,30.4,do,2.378851946448881
Ecuador,1886,809,33.4,ec,2.3058885302843097
El Salvador,1886,1700,28.9,sv,2.6283889300503116
Guatemala,1886,1470,25.7,gt,2.5652573434202135
Honduras,1886,1570,34.4,hn,2.5938396610812715
Mexico,1886,1720,26.9,mx,2.6334684555795866
Nicaragua,1886,1970,25.8,ni,2.6924062348336304
Panama,1886,1790,33.1,pa,2.650793039651931
Paraguay,1886,1910,35.9,py,2.678973375919765
Peru,1886,1440,35.1,pe,2.5563025007672873
Spain,1886,2470,30.5,es,2.7906369619317033
Uruguay,1886,6820,32.9,uy,3.2317243833285163
Venezuela,1886,1260,32.4,ve,2.4983105537896004
Argentina,1887,4890,33.1,ar,3.0872488677956578
Bolivia,1887,1610,33.5,bo,2.6047658847038875
Brazil,1887,1400,32.2,br,2.5440680443502757
Chile,1887,2900,32.1,cl,2.8603380065709936
Colombia,1887,1150,32.5,co,2.4586378490256493
Costa Rica,1887,1640,30.4,cr,2.6127838567197355
Cuba,1887,2370,42.9,cu,2.7726883546821415
Dominican Republic,1887,962,30.5,do,2.3811150807098507
Ecuador,1887,814,33.4,ec,2.3085644135612386
El Salvador,1887,1720,28.9,sv,2.6334684555795866
Guatemala,1887,1480,25.7,gt,2.568201724066995
Honduras,1887,1590,34.4,hn,2.5993371329924893
Mexico,1887,1750,27,mx,2.640978057358332
Nicaragua,1887,1990,25.8,ni,2.6967930850817443
Panama,1887,1810,33.1,pa,2.655618583541222
Paraguay,1887,1940,35.9,py,2.6857417386022635
Peru,1887,1440,35,pe,2.5563025007672873
Spain,1887,2420,30.8,es,2.781755374652469
Uruguay,1887,5930,32.9,uy,3.1709947020363
Venezuela,1887,1390,32.4,ve,2.540954808926133
Argentina,1888,5530,33.3,ar,3.140665139976736
Bolivia,1888,1630,33.6,bo,2.6101276130759956
Brazil,1888,1340,32.2,br,2.525044807036845
Chile,1888,2750,32.1,cl,2.8372727025023003
Colombia,1888,1150,32.5,co,2.4586378490256493
Costa Rica,1888,1660,30.4,cr,2.6180480967120925
Cuba,1888,2400,43.4,cu,2.7781512503836434
Dominican Republic,1888,967,30.5,do,2.383366482755039
Ecuador,1888,819,33.4,ec,2.311223910432456
El Salvador,1888,1730,28.9,sv,2.635986111800833
Guatemala,1888,1490,25.7,gt,2.5711262770843115
Honduras,1888,1610,34.5,hn,2.6047658847038875
Mexico,1888,1790,27,mx,2.650793039651931
Nicaragua,1888,2010,25.8,ni,2.7011360660925265
Panama,1888,1830,33.1,pa,2.6603910984024672
Paraguay,1888,1960,35.9,py,2.690196080028514
Peru,1888,1440,35,pe,2.5563025007672873
Spain,1888,2500,31,es,2.7958800173440754
Uruguay,1888,7110,32.9,uy,3.249809609401804
Venezuela,1888,1420,32.4,ve,2.550228353055094
Argentina,1889,5890,33.6,ar,3.1680553034591394
Bolivia,1889,1650,33.6,bo,2.6154239528859438
Brazil,1889,1360,32.2,br,2.531478917042255
Chile,1889,2780,32.1,cl,2.8419848045901137
Colombia,1889,1150,32.5,co,2.4586378490256493
Costa Rica,1889,1680,30.4,cr,2.6232492903979003
Cuba,1889,2430,44,cu,2.7835462822703496
Dominican Republic,1889,972,30.5,do,2.385606273598312
Ecuador,1889,824,33.5,ec,2.3138672203691533
El Salvador,1889,1740,28.9,sv,2.6384892569546374
Guatemala,1889,1510,25.7,gt,2.576916955965207
Honduras,1889,1630,34.5,hn,2.6101276130759956
Mexico,1889,1820,27,mx,2.6580113966571126
Nicaragua,1889,2030,25.8,ni,2.7054360465852505
Panama,1889,1850,33.2,pa,2.6651117370750512
Paraguay,1889,1990,35.9,py,2.6967930850817443
Peru,1889,1450,35,pe,2.5593080109070123
Spain,1889,2490,31.3,es,2.794139355767774
Uruguay,1889,6320,32.9,uy,3.1986570869544226
Venezuela,1889,1360,32.4,ve,2.531478917042255
Argentina,1890,5230,33.9,ar,3.1164416975393117
Bolivia,1890,1660,33.6,bo,2.6180480967120925
Brazil,1890,1490,32.3,br,2.5711262770843115
Chile,1890,2950,32.1,cl,2.8677620246502005
Colombia,1890,1160,32.5,co,2.462397997898956
Costa Rica,1890,1700,30.8,cr,2.6283889300503116
Cuba,1890,2450,39.8,cu,2.78710609303657
Dominican Republic,1890,978,30.6,do,2.388278863459639
Ecuador,1890,830,33.5,ec,2.3170181010481117
El Salvador,1890,1760,28.9,sv,2.6434526764861874
Guatemala,1890,1520,25.7,gt,2.57978359661681
Honduras,1890,1650,34.5,hn,2.6154239528859438
Mexico,1890,1860,27,mx,2.667452952889954
Nicaragua,1890,2050,25.9,ni,2.7096938697277917
Panama,1890,1870,33.2,pa,2.6697816152085365
Paraguay,1890,2010,35.9,py,2.7011360660925265
Peru,1890,1450,34.9,pe,2.5593080109070123
Spain,1890,2480,31.6,es,2.792391689498254
Uruguay,1890,5620,32.9,uy,3.1476763242410986
Venezuela,1890,1440,32.4,ve,2.5563025007672873
Argentina,1891,4780,33.7,ar,3.0773679052841563
Bolivia,1891,1680,33.7,bo,2.6232492903979003
Brazil,1891,1590,32.3,br,2.5993371329924893
Chile,1891,3150,32.1,cl,2.896250562461638
Colombia,1891,1160,32.6,co,2.462397997898956
Costa Rica,1891,1720,31.2,cr,2.6334684555795866
Cuba,1891,2480,35.6,cu,2.792391689498254
Dominican Republic,1891,983,30.6,do,2.3904935265041733
Ecuador,1891,835,33.5,ec,2.3196264841556395
El Salvador,1891,1770,28.9,sv,2.6459132750338443
Guatemala,1891,1530,25.7,gt,2.5826314394896364
Honduras,1891,1670,34.5,hn,2.620656479819621
Mexico,1891,1900,25.8,mx,2.6766936096248664
Nicaragua,1891,2070,25.9,ni,2.7139103541289553
Panama,1891,1890,33.2,pa,2.674401812845282
Paraguay,1891,2040,36,py,2.7075701760979363
Peru,1891,1460,34.9,pe,2.5622928644564746
Spain,1891,2520,31.8,es,2.7993405494535817
Uruguay,1891,6000,32.9,uy,3.1760912590556813
Venezuela,1891,1290,32.4,ve,2.5085297189712867
Argentina,1892,5570,33.6,ar,3.1437952038457664
Bolivia,1892,1690,33.7,bo,2.625826713285711
Brazil,1892,1370,32.3,br,2.534660575828444
Chile,1892,3040,32.2,cl,2.8808135922807914
Colombia,1892,1160,32.6,co,2.462397997898956
Costa Rica,1892,1740,31.6,cr,2.6384892569546374
Cuba,1892,2510,31.4,cu,2.797613730153076
Dominican Republic,1892,988,30.6,do,2.392696953259666
Ecuador,1892,840,33.6,ec,2.322219294733919
El Salvador,1892,1790,29,sv,2.650793039651931
Guatemala,1892,1540,25.7,gt,2.5854607295085006
Honduras,1892,1700,34.6,hn,2.6283889300503116
Mexico,1892,1950,24.6,mx,2.687974620034556
Nicaragua,1892,2100,25.9,ni,2.720159303405957
Panama,1892,1910,33.2,pa,2.678973375919765
Paraguay,1892,2060,36,py,2.711807229041191
Peru,1892,1460,34.8,pe,2.5622928644564746
Spain,1892,2700,32.1,es,2.829303772831025
Uruguay,1892,6010,32.9,uy,3.176814480674777
Venezuela,1892,1100,32.4,ve,2.439332693830263
Argentina,1893,5730,33.5,ar,3.1560946306394277
Bolivia,1893,1710,33.7,bo,2.6309361190641916
Brazil,1893,1170,32.3,br,2.466125870418199
Chile,1893,3150,32.2,cl,2.896250562461638
Colombia,1893,1170,32.6,co,2.466125870418199
Costa Rica,1893,1760,32.1,cr,2.6434526764861874
Cuba,1893,2540,27.3,cu,2.8027737252919755
Dominican Republic,1893,994,30.7,do,2.395326393069351
Ecuador,1893,846,33.6,ec,2.325310371711061
El Salvador,1893,1800,29,sv,2.6532125137753435
Guatemala,1893,1560,25.7,gt,2.591064607026499
Honduras,1893,1720,34.6,hn,2.6334684555795866
Mexico,1893,1990,23.4,mx,2.6967930850817443
Nicaragua,1893,2120,25.9,ni,2.724275869600789
Panama,1893,1930,33.2,pa,2.6834973176798114
Paraguay,1893,2090,36,py,2.7180862947830917
Peru,1893,1460,34.8,pe,2.5622928644564746
Spain,1893,2600,32.4,es,2.8129133566428557
Uruguay,1893,6380,32.9,uy,3.2027606873931997
Venezuela,1893,1530,32.4,ve,2.5826314394896364
Argentina,1894,6420,33.3,ar,3.205475036740891
Bolivia,1894,1730,33.8,bo,2.635986111800833
Brazil,1894,1170,32.3,br,2.466125870418199
Chile,1894,3060,32.2,cl,2.8836614351536176
Colombia,1894,1170,32.6,co,2.466125870418199
Costa Rica,1894,1780,32.5,cr,2.6483600109809315
Cuba,1894,2570,23.1,cu,2.807873132003332
Dominican Republic,1894,999,30.7,do,2.39750549689802
Ecuador,1894,851,33.6,ec,2.3278695687566255
El Salvador,1894,1820,29,sv,2.6580113966571126
Guatemala,1894,1570,25.7,gt,2.5938396610812715
Honduras,1894,1740,34.6,hn,2.6384892569546374
Mexico,1894,2040,26.7,mx,2.7075701760979363
Nicaragua,1894,2140,25.9,ni,2.7283537820212285
Panama,1894,1960,33.2,pa,2.690196080028514
Paraguay,1894,2110,36,py,2.72222246396973
Peru,1894,1470,34.8,pe,2.5652573434202135
Spain,1894,2610,32.7,es,2.8145805160103188
Uruguay,1894,6960,32.9,uy,3.2405492482826
Venezuela,1894,1290,32.4,ve,2.5085297189712867
Argentina,1895,6920,33.2,ar,3.2380461031287955
Bolivia,1895,1740,33.8,bo,2.6384892569546374
Brazil,1895,1390,32.3,br,2.540954808926133
Chile,1895,3240,32.2,cl,2.90848501887865
Colombia,1895,1170,32.7,co,2.466125870418199
Costa Rica,1895,1800,32.9,cr,2.6532125137753435
Cuba,1895,2600,22.3,cu,2.8129133566428557
Dominican Republic,1895,1010,30.7,do,2.40226138245468
Ecuador,1895,857,33.7,ec,2.3309208305952356
El Salvador,1895,1830,29,sv,2.6603910984024672
Guatemala,1895,1580,25.7,gt,2.59659709562646
Honduras,1895,1760,34.7,hn,2.6434526764861874
Mexico,1895,2090,29.6,mx,2.7180862947830917
Nicaragua,1895,2160,26,ni,2.7323937598229686
Panama,1895,1980,33.3,pa,2.694605198933569
Paraguay,1895,2140,36,py,2.7283537820212285
Peru,1895,1470,34.7,pe,2.5652573434202135
Spain,1895,2580,33.1,es,2.8095597146352675
Uruguay,1895,6730,32.9,uy,3.2259550728960145
Venezuela,1895,1480,32.4,ve,2.568201724066995
Argentina,1896,7450,33.9,ar,3.2700962814203303
Bolivia,1896,1760,33.8,bo,2.6434526764861874
Brazil,1896,1260,32.3,br,2.4983105537896004
Chile,1896,3210,32.2,cl,2.90444504107691
Colombia,1896,1170,32.7,co,2.466125870418199
Costa Rica,1896,1820,33.3,cr,2.6580113966571126
Cuba,1896,2630,21.5,cu,2.8178957571617955
Dominican Republic,1896,1010,30.8,do,2.40226138245468
Ecuador,1896,862,33.7,ec,2.3334472744967503
El Salvador,1896,1850,29,sv,2.6651117370750512
Guatemala,1896,1600,25.7,gt,2.6020599913279625
Honduras,1896,1790,34.7,hn,2.650793039651931
Mexico,1896,2120,28.9,mx,2.724275869600789
Nicaragua,1896,2190,26,ni,2.738384123512156
Panama,1896,2000,33.3,pa,2.6989700043360187
Paraguay,1896,2170,36.1,py,2.734399742520567
Peru,1896,1470,34.7,pe,2.5652573434202135
Spain,1896,2360,33.4,es,2.7708520116421442
Uruguay,1896,6930,32.9,uy,3.2386732432838445
Venezuela,1896,1310,32.5,ve,2.515211304327802
Argentina,1897,5820,34.5,ar,3.162862993321926
Bolivia,1897,1780,33.9,bo,2.6483600109809315
Brazil,1897,1240,32.4,br,2.4913616938342726
Chile,1897,3110,32.2,cl,2.890700397698875
Colombia,1897,1180,32.7,co,2.469822015978163
Costa Rica,1897,1840,33.8,cr,2.662757831681574
Cuba,1897,2660,20.7,cu,2.8228216453031045
Dominican Republic,1897,1020,30.8,do,2.406540180433955
Ecuador,1897,868,33.7,ec,2.3364597338485296
El Salvador,1897,1870,29,sv,2.6697816152085365
Guatemala,1897,1610,25.7,gt,2.6047658847038875
Honduras,1897,1810,34.7,hn,2.655618583541222
Mexico,1897,2230,26.3,mx,2.746244871720198
Nicaragua,1897,2210,26,ni,2.742332282357148
Panama,1897,2020,33.3,pa,2.7032913781186614
Paraguay,1897,2190,36.1,py,2.738384123512156
Peru,1897,1590,34.6,pe,2.5993371329924893
Spain,1897,2470,33.8,es,2.7906369619317033
Uruguay,1897,6540,32.9,uy,3.2135177569963047
Venezuela,1897,1180,32.5,ve,2.469822015978163
Argentina,1898,6140,35.2,ar,3.1861083798132053
Bolivia,1898,1790,33.9,bo,2.650793039651931
Brazil,1898,1270,32.4,br,2.5017437296279943
Chile,1898,3440,32.2,cl,2.934498451243568
Colombia,1898,1180,32.7,co,2.469822015978163
Costa Rica,1898,1860,34.2,cr,2.667452952889954
Cuba,1898,2690,19.9,cu,2.8276922886744456
Dominican Republic,1898,1020,30.8,do,2.406540180433955
Ecuador,1898,873,33.8,ec,2.3389542523776075
El Salvador,1898,1880,29,sv,2.6720978579357175
Guatemala,1898,1620,25.6,gt,2.6074550232146687
Honduras,1898,1830,34.8,hn,2.6603910984024672
Mexico,1898,2330,27.1,mx,2.7652959296980564
Nicaragua,1898,2230,26,ni,2.746244871720198
Panama,1898,2050,33.3,pa,2.7096938697277917
Paraguay,1898,2220,36.1,py,2.7442929831226763
Peru,1898,1670,34.6,pe,2.620656479819621
Spain,1898,2650,34.1,es,2.8211858826088454
Uruguay,1898,5900,32.9,uy,3.1687920203141817
Venezuela,1898,1320,32.5,ve,2.5185139398778875
Argentina,1899,7040,35.9,ar,3.24551266781415
Bolivia,1899,1810,33.9,bo,2.655618583541222
Brazil,1899,1250,32.4,br,2.494850021680094
Chile,1899,3420,32.2,cl,2.931966114728173
Colombia,1899,1180,32.8,co,2.469822015978163
Costa Rica,1899,1880,34.6,cr,2.6720978579357175
Cuba,1899,2720,19.1,cu,2.832508912706236
Dominican Republic,1899,1030,30.9,do,2.41077723337721
Ecuador,1899,879,33.8,ec,2.3419288837458097
El Salvador,1899,1900,29.1,sv,2.6766936096248664
Guatemala,1899,1630,25.6,gt,2.6101276130759956
Honduras,1899,1850,34.8,hn,2.6651117370750512
Mexico,1899,2180,25.1,mx,2.7363965022766426
Nicaragua,1899,2260,26.1,ni,2.7520484478194387
Panama,1899,2070,33.3,pa,2.7139103541289553
Paraguay,1899,2250,36.1,py,2.7501225267834
Peru,1899,1750,34.6,pe,2.640978057358332
Spain,1899,2680,34.4,es,2.8260748027008264
Uruguay,1899,5930,32.9,uy,3.1709947020363
Venezuela,1899,1300,32.5,ve,2.5118833609788744
Argentina,1900,6000,36.6,ar,3.1760912590556813
Bolivia,1900,1830,34,bo,2.6603910984024672
Brazil,1900,1200,32.4,br,2.4771212547196626
Chile,1900,3290,32.2,cl,2.915135906622012
Colombia,1900,1190,32.8,co,2.4734869700645685
Costa Rica,1900,1900,35,cr,2.6766936096248664
Cuba,1900,2760,33.4,cu,2.838849090737255
Dominican Republic,1900,1030,30.9,do,2.41077723337721
Ecuador,1900,884,33.8,ec,2.3443922736851106
El Salvador,1900,1910,29.1,sv,2.678973375919765
Guatemala,1900,1650,25.6,gt,2.6154239528859438
Honduras,1900,1880,34.8,hn,2.6720978579357175
Mexico,1900,2160,27.7,mx,2.7323937598229686
Nicaragua,1900,2280,26.1,ni,2.7558748556724915
Panama,1900,2090,33.3,pa,2.7180862947830917
Paraguay,1900,2280,36.2,py,2.7558748556724915
Peru,1900,1820,34.5,pe,2.6580113966571126
Spain,1900,2730,34.8,es,2.8341026557127935
Uruguay,1900,5820,32.9,uy,3.162862993321926
Venezuela,1900,1240,32.5,ve,2.4913616938342726
Argentina,1901,6340,37.2,ar,3.2000292665537704
Bolivia,1901,1840,34,bo,2.662757831681574
Brazil,1901,1350,32.4,br,2.5282737771670436
Chile,1901,3340,32.2,cl,2.921686475483602
Colombia,1901,1190,32.8,co,2.4734869700645685
Costa Rica,1901,1920,35.1,cr,2.681241237375587
Cuba,1901,2790,33.6,cu,2.8435442119456353
Dominican Republic,1901,1040,30.9,do,2.4149733479708178
Ecuador,1901,890,33.8,ec,2.3473300153169503
El Salvador,1901,1930,29.1,sv,2.6834973176798114
Guatemala,1901,1660,25.6,gt,2.6180480967120925
Honduras,1901,1900,34.9,hn,2.6766936096248664
Mexico,1901,2330,26.8,mx,2.7652959296980564
Nicaragua,1901,2310,26.1,ni,2.761551988564182
Panama,1901,2120,33.3,pa,2.724275869600789
Paraguay,1901,2310,36.2,py,2.761551988564182
Peru,1901,1920,34.5,pe,2.681241237375587
Spain,1901,2910,35.6,es,2.861832997657945
Uruguay,1901,5860,32.9,uy,3.1658376246901283
Venezuela,1901,1200,32.5,ve,2.4771212547196626
Argentina,1902,6030,37.8,ar,3.1782573208121887
Bolivia,1902,1860,34,bo,2.667452952889954
Brazil,1902,1310,32.4,br,2.515211304327802
Chile,1902,3440,32.2,cl,2.934498451243568
Colombia,1902,1190,32.9,co,2.4734869700645685
Costa Rica,1902,1940,35.1,cr,2.6857417386022635
Cuba,1902,2820,33.9,cu,2.848189116991399
Dominican Republic,1902,1040,31,do,2.4149733479708178
Ecuador,1902,896,33.9,ec,2.3502480183341627
El Salvador,1902,1950,29.1,sv,2.687974620034556
Guatemala,1902,1680,25.6,gt,2.6232492903979003
Honduras,1902,1930,34.9,hn,2.6834973176798114
Mexico,1902,2140,28.5,mx,2.7283537820212285
Nicaragua,1902,2330,26.1,ni,2.7652959296980564
Panama,1902,2140,33.4,pa,2.7283537820212285
Paraguay,1902,2340,36.2,py,2.7671558660821804
Peru,1902,2000,34.5,pe,2.6989700043360187
Spain,1902,2800,36.4,es,2.845098040014257
Uruguay,1902,6750,32.9,uy,3.2272437815030623
Venezuela,1902,1290,32.5,ve,2.5085297189712867
Argentina,1903,6720,38.3,ar,3.225309281725863
Bolivia,1903,1880,34,bo,2.6720978579357175
Brazil,1903,1320,32.4,br,2.5185139398778875
Chile,1903,3210,31.9,cl,2.90444504107691
Colombia,1903,1200,32.9,co,2.4771212547196626
Costa Rica,1903,1970,35.2,cr,2.6924062348336304
Cuba,1903,2850,34.1,cu,2.8527848686805477
Dominican Republic,1903,1050,31,do,2.4191293077419758
Ecuador,1903,902,33.9,ec,2.3531465462139796
El Salvador,1903,1960,29.1,sv,2.690196080028514
Guatemala,1903,1690,25.6,gt,2.625826713285711
Honduras,1903,1950,34.9,hn,2.687974620034556
Mexico,1903,2350,28.8,mx,2.7690078709437738
Nicaragua,1903,2360,26.1,ni,2.7708520116421442
Panama,1903,2170,33.4,pa,2.734399742520567
Paraguay,1903,2370,36.2,py,2.7726883546821415
Peru,1903,2110,34.4,pe,2.72222246396973
Spain,1903,2800,37.2,es,2.845098040014257
Uruguay,1903,6860,32.9,uy,3.2342641243787895
Venezuela,1903,1380,32.5,ve,2.537819095073274
Argentina,1904,7250,38.9,ar,3.2582780152430315
Bolivia,1904,1900,34.1,bo,2.6766936096248664
Brazil,1904,1300,32.5,br,2.5118833609788744
Chile,1904,3440,31.6,cl,2.934498451243568
Colombia,1904,1200,32.9,co,2.4771212547196626
Costa Rica,1904,1990,35.2,cr,2.6967930850817443
Cuba,1904,2890,34.3,cu,2.8588378514285853
Dominican Republic,1904,1060,31,do,2.423245873936808
Ecuador,1904,907,33.9,ec,2.355547295732133
El Salvador,1904,1980,29.1,sv,2.694605198933569
